Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,Amount,Class
30688,1.263475087,-1.007267968,1.053241302,-0.518287084,-1.615186592,0.108571326,-1.270098607,0.271351996,-0.071871041,0.681521259,0.284299198,0.021016717,-0.971205151,-0.160975526,-0.43025556,-0.946854966,-0.134983068,28.5,0
30696,1.095504299,-0.254799208,1.464052939,0.559321629,-1.121846337,0.238969114,-1.006780585,0.370586865,0.530644507,0.038553926,1.609281859,0.769592885,-0.305858447,0.105588895,1.181903917,0.710322048,-0.56785082,5.25,0
30719,-1.439759853,-0.032861816,0.869480419,-0.305812151,1.105989527,-1.023886279,0.544256325,-0.119964341,-0.475935205,-0.404902789,1.187779158,0.957663237,0.839232788,-0.487150102,-0.34195276,0.948650395,-0.781917698,1.29,0
30721,1.170312694,-0.976576307,0.104732526,-0.787040027,-0.945730412,-0.197017564,-0.542735803,0.04101151,-0.845377298,0.796007586,0.32693417,-0.271414157,-0.750104123,0.45988938,0.4736723,-0.590950212,-0.560447245,124.19,0
30733,-0.689801929,0.692913827,2.426089122,0.024180856,-0.433229612,-0.851324873,0.538019905,-0.161393063,0.108284233,-0.238110001,-0.525149549,-1.466368268,-2.489527836,0.280157908,1.298228473,0.200601688,-0.260084515,4.84,0
30734,1.141237256,0.174811943,0.530169609,1.474979389,-0.356936481,-0.380023841,0.036414754,-0.003488313,0.355207393,-0.108412617,-0.342809463,0.332736416,-0.760395918,0.19920944,-0.054968311,-0.791247767,0.414678754,8.49,0
30735,1.295050272,0.021516897,-0.241909344,0.060559279,0.503437994,0.763498581,-0.233968022,0.256290221,0.074641339,0.095423069,-0.037865858,-0.040325287,-0.63993646,0.590075212,0.836171832,0.764714932,-0.957576327,1.79,0
30739,1.300613054,-0.157640711,-0.864348569,-0.526873075,1.818148906,3.449665867,-0.797875534,0.880728318,0.169677259,-0.004205353,-0.125783555,0.029154979,0.102009951,0.249857524,1.345262906,0.739010825,-0.975590008,2.05,0
30740,1.084616307,-1.221694411,0.69440322,-0.765779635,-1.32485789,0.268107511,-1.136077965,0.277913726,-0.477569286,0.712910522,1.112173875,-0.578894711,-0.868339197,0.012943032,0.831430267,1.548271321,0.033792455,129,0
30742,-0.886658575,1.139974769,2.05457555,0.362983251,-0.369230651,-0.258653398,0.297374938,-0.000862157,-0.295539335,0.103080519,1.419754628,0.831585811,0.23139578,0.014110572,0.360841055,0.458994189,-0.814904864,9.08,0
30755,-0.971881944,0.791218326,1.188454512,0.476670616,0.550971683,-0.730328948,0.800552274,-0.167773734,-0.709312505,0.009846841,-0.781491958,-0.381870516,0.110298365,0.286045904,1.279494939,-0.35517325,-0.064594986,27.68,0
30757,-1.122888401,0.967124602,1.481961095,1.218040986,1.617828529,-0.076459265,0.909090144,0.168649097,-1.912003797,0.12208961,0.834333516,0.130436917,-0.423772632,0.637847923,-0.760782804,0.476319502,-0.763269045,2.26,0
30765,0.034085347,-0.800402307,1.036833762,0.285443523,-1.535104281,1.6024327,-2.39554706,-2.241563243,-0.120806031,-0.076943356,-1.858207231,-1.220999923,-1.698111306,-0.213864773,0.002562446,0.01882385,1.682826852,150.23,0
30767,1.15943584,0.170177933,0.141164309,0.532187817,-0.102760979,-0.496843292,0.163615143,-0.041969829,-0.386767692,0.0998064,1.794852159,1.053140583,-0.074653159,0.64942607,0.326094819,-0.155088693,-0.186876629,16.6,0
30770,-2.613016609,-1.673093638,-0.15962492,1.77455816,-1.842319914,2.221427816,4.982268759,-0.134100838,-2.361718628,-0.935101132,1.363336589,0.173509132,-0.070022568,0.728050216,-0.624785439,0.366095453,-0.5423038,1110.56,0
30771,-0.661110532,1.199335662,1.431808983,1.160329781,0.009820857,-0.111660891,0.746054969,-0.072352194,-0.138666836,0.052806612,-0.306356562,0.363823297,-0.018797295,-0.160346185,-0.006166871,-1.266434275,0.558908097,15.17,0
30773,1.094863671,0.488173225,1.195337614,3.449343476,0.131353117,1.390804073,-0.513268158,0.320470052,-1.007810404,1.195016912,-0.083932059,0.956753752,1.780875726,-0.512095919,-1.004604518,1.618393935,-1.486674285,20.16,0
30776,-0.630463314,1.231575717,1.162261146,-0.035382014,0.198035778,-0.544759127,0.612890298,0.071638534,-0.216203165,-0.246373495,0.045773895,0.056697678,0.172867823,-0.485674522,1.154756215,0.066413321,0.273856971,4.68,0
30785,1.295526117,-0.754020276,0.742850181,-0.774847304,-1.021574475,0.05835045,-0.986391595,0.030501979,-0.54346945,0.514412812,-0.348537378,-0.107704567,1.522385306,-0.667600857,1.282061452,1.282858127,0.089958794,49,0
30786,1.02922313,-0.986454987,0.599355736,-2.071405122,-1.046499641,0.183070143,-0.820859705,0.323539482,2.228449548,-1.568882807,1.791673303,1.735504845,-0.281849143,0.146591789,1.496125332,-1.24403452,0.316982841,68.36,0
30788,-1.674054707,-0.139490876,2.114330348,-0.655927914,-0.767238788,-0.647067777,-0.638209056,0.860542066,0.859059385,-1.212237034,-0.828039508,-0.300225615,-2.168088145,0.069026911,-0.586537116,-0.157983763,0.61914929,20,0
30795,1.25619922,-0.015230964,-1.469229335,-0.093910798,2.128519824,3.459438539,-0.660356339,0.902599477,0.461278411,-0.713639317,-0.159715858,0.009972693,-0.24968224,-1.417507691,-0.0434214,0.43192215,0.63686093,12.31,0
30801,-0.082221428,0.552122017,0.992445162,0.699559032,0.142956572,0.242680803,0.28735166,0.16275487,-0.735745193,0.173673976,1.14167858,0.180953219,-0.423214509,0.622792806,1.258371323,-0.511332384,0.149335319,34.9,0
30803,-0.8018088,1.939542789,-0.137718198,0.475196977,1.575822738,-1.336324574,1.459236914,-0.094716409,-0.978911841,-2.348779807,0.652193401,-1.266795501,-1.311123094,-3.295401074,0.852772021,0.937837326,2.829855952,1.5,0
30814,1.215912627,0.009588231,0.666392983,0.845703605,-0.687635956,-0.656939296,-0.14088266,-0.070398807,0.601168863,-0.19697904,-0.728948006,0.243950194,-0.493008159,-0.022738894,-0.086880484,-0.16371652,0.024415034,9.99,0
30820,-0.270705456,0.931369547,0.608956622,-0.300659842,-0.147952332,-0.547831713,-0.368426368,-2.78102355,-1.038590191,-0.954981178,1.480215545,1.252169973,-0.3155904,1.074637187,-0.557433516,0.591565549,-0.581305671,38.9,0
30827,1.214190729,0.651643801,-0.324160725,0.848712956,0.194433185,-1.098610844,0.410494398,-0.271106517,-0.374963539,-0.678482653,0.839198131,0.782244674,1.125778336,-1.216796684,1.027249905,0.011677808,1.140412125,0.76,0
30830,1.060674961,-0.009434389,-0.152833888,1.018464125,0.071873429,-0.388889438,0.387219373,-0.263538866,-0.093921687,-0.065445862,-0.990196626,0.443106064,1.226317113,0.12930681,0.922420978,0.274176266,-0.807176157,130,0
30838,1.067660417,-1.433399308,0.143259903,-0.843306241,-0.942206092,0.578449647,-0.972737446,0.189348144,-0.131174103,0.517186504,-1.568259303,-1.693889319,-0.725506985,-0.203823856,1.634640815,1.680296596,-0.094874186,199,0
30840,1.063504281,-1.020298537,-0.454984354,-0.486993086,-0.579216351,-0.483058946,0.131610146,-0.378066514,-0.9789955,0.48640371,-1.244949567,0.448881045,1.745246493,-0.263728067,-0.111484576,-1.592149557,-0.064568937,214.98,0
30842,-1.527510286,-0.962069892,1.719260921,0.444905803,1.96522729,1.050334501,-0.801559066,0.766350745,0.771973507,-0.792879945,-1.347019793,0.560037934,-0.803235442,-0.596998712,-2.845414353,-0.283581284,-0.311847255,10.98,0
30842,-1.563054141,0.932021739,1.49940654,0.089180358,0.28648366,-0.603955549,0.893914144,-0.15199791,-0.090233335,0.011576103,-0.688414548,0.087828585,0.475902972,-0.246654571,0.504673576,0.550546857,-0.966120499,45.62,0
30852,-2.830984056,0.885657038,1.199930098,2.86129224,0.321668778,0.289966026,1.767760449,-2.451049662,0.069735807,3.245086401,0.675287853,-0.677096334,-0.222741128,-0.913786971,1.603331923,-1.024502092,0.022045207,104.81,1
30863,1.219127922,-0.204967686,-0.334687861,-1.040431038,-0.333109033,-1.111136621,0.240466301,-0.132178529,0.855008182,-0.75202234,1.099591178,0.484279225,-1.58909405,1.06706591,0.923809287,-0.342948148,-0.389964015,44.99,0
30882,1.210546333,0.31745385,-0.045741866,1.153314778,-0.115583966,-0.958719321,0.343380647,-0.122987732,0.001227484,0.060538141,-0.193581205,-0.665940615,-2.101713568,1.013853407,1.131744952,-0.509828994,0.199768673,1,0
30892,-0.319320236,0.1321598,1.963100212,-0.018006022,-0.625398302,0.045856653,-0.173588177,0.181168405,-1.221199033,0.359412205,-0.701036879,-0.545635666,-0.031059537,-0.098486302,1.137238509,-1.402751424,-0.047078821,30,0
30907,-0.325158911,1.047265339,1.768711216,1.323032574,0.23161339,-0.092581042,0.850433139,-0.168532258,-0.263583217,0.0939345,-0.133196171,0.507306148,0.382836636,-0.297345223,0.153548595,-1.43003915,0.610656001,2.99,0
30909,0.921487407,-0.18842251,0.523006682,1.536974486,-0.585825674,0.241082592,-0.444832062,0.343053225,0.737874335,-0.551688964,1.244180616,0.505733479,-1.578159376,-0.962251197,-0.766265273,-0.131612196,1.070947955,79.43,0
30910,1.102690518,-0.634440046,0.442766401,0.712671432,-0.884148618,0.052436834,-0.471765645,0.176123622,-0.80276847,0.871661178,0.84728482,0.152074081,-1.528957144,0.449639601,-0.781678403,-2.00950857,0.435705439,67.96,0
30917,0.512525266,-0.793732337,0.015291361,1.390617378,-0.494509717,-0.159395618,0.424985984,0.003034825,-0.285063927,0.066158667,1.573486157,0.626878494,-0.820166869,0.842832933,0.538752926,0.012886203,-0.28753369,328.8,0
30919,1.286341314,0.488300513,-1.477013034,1.305697414,2.731292738,3.417898957,-0.016916503,0.71830359,-1.183837896,0.798427371,-0.309879028,-0.305440686,-0.103933898,0.664460458,0.396087671,0.656320107,-0.975641781,2.28,0
30943,-0.534859786,0.923431839,1.415866805,-0.84815031,0.941195537,-0.064386526,1.206382596,-0.533207257,0.175542616,0.370722505,1.572737089,0.272942786,-0.256934638,-0.972309245,0.058979644,0.437172049,-0.745179901,3.59,0
30954,1.187241577,0.023953569,1.098788813,1.219025775,-0.658058235,0.100390209,-0.503611109,0.066426409,0.780188388,-0.229461531,-1.071006852,0.830371067,1.082543185,-0.580607533,0.108455185,0.177587866,-0.483597533,9.99,0
30964,1.432583459,-0.457538783,-0.163289686,-0.805904928,-0.400895539,-0.364494353,-0.353357967,-0.135976992,-1.055030091,0.735896366,0.686694743,0.269115738,0.600154747,-0.156268367,-0.943850767,0.894954586,0.08879999,10,0
30965,1.147837475,-0.712536292,0.369419065,-0.57413755,-1.11986214,-0.849625783,-0.269191621,-0.191806701,-1.308344111,0.771201146,1.553707071,1.055123977,0.957257181,0.212244336,0.072739847,-1.136076905,-0.240575489,106.88,0
30981,-0.528210436,0.847786965,1.178226494,-0.423959535,0.081033478,-1.127140798,0.895592883,-0.170821315,-0.2124115,-0.508400151,-0.808044601,-0.736369261,-1.270765205,0.40791077,0.353458517,0.336621228,-0.577587965,16.85,0
30991,-0.918196601,1.049490269,0.636231644,-1.913760807,0.712856,0.224294951,0.651994309,-0.037973137,0.537444157,0.618477521,0.023282163,0.568548812,1.174537309,-0.605553271,-0.083345417,1.165922672,-1.760936069,15.37,0
31020,1.280408471,-0.767757756,-0.149340782,-0.92330632,-0.221270325,0.547553074,-0.546202166,0.093760894,-0.913320189,0.624422444,0.53537995,0.3258668,0.86883945,-0.27866835,-0.51061511,0.95226975,0.109542507,73.15,0
31038,-0.198603347,0.198388368,0.983082047,-1.628422506,0.036983806,-1.274852265,0.799209964,-0.441035956,-1.375376331,0.4528713,0.434078735,-0.202235394,0.750094026,-0.437310131,-0.135836647,0.36044679,0.418039485,24.99,0
31040,-0.821582349,1.055476801,1.567331191,-0.025222227,0.025834266,-0.67464646,0.627355059,0.038802765,-0.285295331,-0.05519307,0.209913364,0.376907092,0.382087291,0.032219383,1.054401086,-0.223168097,-0.033279656,3.99,0
31042,-0.064172742,-0.331972777,1.014261695,-2.11096528,-0.647772434,-0.209008923,-0.393924651,-0.026098078,-2.162401664,1.160852819,-1.052824883,-1.563039149,-0.061900105,-0.308156184,0.608400613,-0.648048489,0.596490977,10,0
31042,-0.799613935,0.760866605,2.18260165,1.139429742,-0.447572212,0.262475005,-0.185808213,0.191707274,0.139837994,0.15218828,-0.463534273,-0.604459732,-0.772216501,0.037914691,2.112453869,-0.078853301,-0.039946655,13.7,0
31048,-0.643983001,-0.535246665,2.149394311,-3.14883959,-1.071566878,-0.822104301,0.174075591,-0.06503605,0.138689033,-0.713452164,0.806938514,-0.364755925,-2.16588675,0.105562108,-0.06526225,-1.861652391,-0.075974421,43.45,0
31049,1.420717975,-0.454317235,0.210091394,-0.918063396,-0.46603566,-0.085812433,-0.592742934,-0.044026997,-0.827215267,0.546460287,-0.589392916,-0.36123413,1.004929141,-0.313173799,1.051376589,1.155273211,0.15191808,10,0
31075,-0.377488227,1.08959482,1.267622107,0.010595664,0.209473141,-0.515120268,0.627086087,0.069088314,-0.388784221,-0.552566093,-0.000860768,-0.028015988,0.033142411,-0.388577039,1.152453942,0.092688408,0.290679354,1.29,0
31085,1.277618351,0.228646031,0.148071717,0.367481152,0.173874343,-0.027585551,0.010077667,-0.050450195,-0.000500211,-0.127640631,-0.632521216,0.526693626,1.098015267,0.086683968,1.273034563,0.223980656,-0.486891502,1.29,0
31090,-0.731861231,1.696628988,1.558096464,2.814484269,-0.246172539,-0.252604288,0.175198534,0.466417794,-1.595038496,0.6310187,-0.64399947,-0.328665095,0.083953594,0.607643105,1.259124993,0.145628796,0.155037711,1.84,0
31091,-1.267719385,0.800497506,2.286950495,-0.874385389,-0.813708856,-0.455906425,0.030668147,0.322055855,0.381490216,-0.741011807,-0.813084177,0.070399744,0.082936591,-0.464568113,0.159188493,0.513574181,-0.394650478,20,0
31094,1.264502884,0.596741564,-0.405407342,1.235932711,0.125923249,-1.012707401,0.230976541,-0.172489419,0.073468924,-0.539940518,-0.426814378,-0.631218406,-0.828919389,-0.902757071,1.179657214,0.649278156,0.591747035,1,0
31105,-1.295556568,-0.142406741,2.179526231,-2.498495635,-0.580389605,0.519173151,-0.035957847,0.465592268,1.493372266,-1.679212031,1.188232734,0.49523738,-1.887457562,0.007252615,0.331741998,-0.745186709,0.241048023,46.37,0
31113,-0.844583986,0.835324924,2.333963586,2.112336493,0.468761839,1.887257815,-0.201798695,-1.906356282,0.550142709,1.969983951,1.212101858,0.012345978,-1.182340021,-0.913370804,-0.29605699,-0.461893763,-0.184893401,0,0
31127,1.332849312,0.389198249,-2.165596605,-0.306872624,2.641351251,2.808083764,-0.171626636,0.683351734,-0.297962001,-0.6520966,0.418002665,-0.322436924,-0.143469155,-1.154524296,1.157633714,0.878174918,0.53691752,0.76,0
31148,1.270471965,-1.466366925,1.193382092,-1.304120776,-1.67066553,0.924799314,-1.740122991,0.400380101,-1.411363673,1.298969223,1.385760776,0.592567148,1.031864365,-0.843987744,-0.502928302,-0.908647528,1.001320349,40,0
31155,0.469074245,-1.22029926,-0.660712248,1.410567147,0.026323381,0.734367728,0.509112234,0.029027648,0.506228546,-0.281247504,-1.970393235,-0.503053972,-0.920017658,0.295327977,0.180612126,-0.209540321,-0.169170261,418.99,0
31158,-1.536360706,0.221928089,1.194369245,-0.787087166,0.72754324,-0.588039425,0.396319312,-0.372267522,0.040264002,0.497079707,1.684867161,0.664573081,-0.057441157,-0.03449058,0.464911103,-0.12898536,-0.398486797,1,0
31160,-5.240977087,-6.296106574,1.619553943,0.236243871,0.784867881,-1.770199436,-2.05523622,1.008684688,-0.099827465,-0.878154771,-1.226664275,-0.704129276,-1.419061731,-0.299618222,-1.276481545,0.578626153,1.33090619,389.61,0
31166,1.360699306,-0.332158791,-0.186579756,-0.827996773,-0.322763034,-0.592595675,-0.152683639,-0.170763952,-1.53448115,0.787704798,1.82332586,0.573725531,0.79801774,0.184242991,-0.111899932,0.594245457,0.39028215,15,0
31167,0.019949984,0.740714976,-0.096844059,0.756867678,2.913521799,3.771791824,0.399890584,0.7077862,-1.145086011,0.639364692,-0.421278971,-0.616339003,-0.075733468,0.127544418,0.425808035,0.852211938,-1.272915691,26.54,0
31200,1.003276727,-0.270945001,1.141972423,1.467454954,-1.062807244,-0.238974576,-0.473690498,0.068424198,0.766388626,-0.107426233,-0.778177484,0.124283727,-0.285907503,-0.164188015,0.636125821,0.313458543,-0.396064737,90,0
31204,1.326082935,0.382930101,-0.084464921,0.458184151,0.166467899,-0.501016824,0.114854847,-0.183001779,-0.011348915,-0.302428575,-0.809225787,0.302558639,1.124595417,-0.490856691,1.084827302,0.727106615,-0.399504432,1.29,0
31211,1.242298078,-0.022511062,0.060965534,-0.013047855,-0.473768957,-1.039568582,0.080461609,-0.050522337,-0.00616662,0.092196639,1.184676449,-0.173422688,-2.186185792,1.046192878,0.385279071,0.414944819,-0.33195479,14.49,0
31234,1.196834517,0.214748798,0.366226022,1.205550747,-0.272712032,-0.449122524,-0.047303947,0.01926132,0.198385285,0.065188688,-0.43848828,-0.500483994,-1.401386386,0.638083581,1.343400435,-0.077636714,-0.112537623,0.5,0
31245,-1.060323433,1.33307458,1.018361299,1.255324807,-0.523596219,0.416770431,-0.093348011,-0.041918662,-0.422166246,-0.060826034,0.817959008,0.223864592,-1.926648016,0.901308602,-0.36523525,-0.864145964,0.777710583,38.03,0
31247,1.220022791,0.206155584,0.162128064,0.515446265,-0.239011344,-0.578093159,-0.070998233,0.011303056,-0.074718571,-0.091751939,1.191547776,0.355704102,-0.66455376,0.063345351,0.513411406,0.812346034,-0.325718057,9.99,0
31252,-0.570485035,0.947393879,1.565086898,-0.091094654,-0.15800607,-0.933027211,0.761911767,-0.158669662,0.260755007,0.268172349,-0.646300051,-1.245975973,-2.087334924,0.280115679,1.1259108,0.196518232,-0.388292596,9.85,0
31253,1.027293349,-0.15366247,-0.161885593,1.075126741,0.40583395,0.85067219,0.073805462,0.173004118,0.073673328,-0.001997179,0.14879229,0.930641387,0.182179573,0.177783985,-0.716883371,-0.182228082,-0.419262917,100,0
31258,1.335274896,0.340877263,-0.215044695,0.400650196,0.09562109,-0.975438635,0.422888139,-0.290369746,-0.145422673,-0.04131282,-0.723299503,0.003425621,-0.061442341,0.499697258,0.794736289,0.158475913,-0.423122588,1,0
31269,1.5062508,-0.198285197,-0.513252084,-0.866318826,-0.089463202,-0.890120228,0.063744715,-0.447720596,-1.333163823,0.641024707,-0.710304656,-0.056731122,1.837730063,-0.247828305,0.311265321,0.89725692,0.013466084,15,0
31275,-1.149948558,0.133321293,2.901719752,-0.591914277,0.221545467,0.992415148,0.250513401,0.111266899,0.561363458,-0.268934183,1.284446972,0.369721739,-1.039929476,-0.644621256,-0.370201224,-0.229793866,-0.234168023,17,0
31278,-0.347770554,0.871478079,1.242188238,0.87179753,0.310174374,-0.301407147,0.782088615,-0.034679097,-0.672036464,-0.282801069,-0.306942795,-0.046990577,0.008438646,0.380212397,1.267328451,-0.614865669,0.089937252,36,0
31282,0.963592977,-0.437060226,2.181808756,3.121666451,-1.578505253,0.944612376,-1.293674661,0.532388204,1.396342783,0.267436392,-1.934598195,-0.365805453,-1.698905198,-0.956315797,-1.724483581,0.192478167,0.177636161,45.5,0
31284,-1.927567645,1.71086025,2.927845096,1.491492685,-0.487575848,1.19962795,-0.954756294,-2.795615701,0.084282575,-0.252401382,-1.469169205,0.736282906,0.482039134,-1.043546973,-2.24212675,0.460108612,-0.175658154,0,0
31308,-4.367739998,-2.1668686,1.159425478,-2.073222008,0.06921733,-0.171781085,-0.271868406,0.382715588,1.612791099,-1.298922479,1.524023321,1.336327073,-0.096537617,-0.23278069,0.711492839,-0.168606864,-0.127916974,81,0
31310,1.230648174,0.223713376,0.168295266,0.510978573,-0.233586988,-0.580072427,-0.078296628,0.012730602,-0.074070747,-0.089190237,1.191468977,0.355477564,-0.665534337,0.062100173,0.512719509,0.811620614,-0.325881116,4.49,0
31315,1.185322353,-0.290999641,0.566550227,-0.121965195,-0.622629246,0.017517717,-0.591751364,0.291592813,0.432139638,0.011340899,1.071098928,-0.122406205,-1.794927609,0.668204827,1.061136573,0.626550531,-0.400874587,11.64,0
31315,1.258997166,0.415928629,0.321696149,0.683618442,-0.295910336,-1.051233369,0.140484121,-0.249337893,-0.089817896,-0.306061634,0.067375105,0.664449457,1.037612495,-0.449412109,1.005255374,0.441934582,-0.053585639,0.89,0
31317,-1.986808473,0.483469001,1.309144108,-3.941171086,-1.085742888,-1.725817346,0.220361716,-0.105322565,0.987029514,0.408339306,-0.271046496,0.17828592,0.182318536,-0.641539893,0.655242914,-1.456573343,-0.610674897,7.99,0
31320,1.336387354,-0.452236951,0.478137364,-0.714976198,-0.82937283,-0.593703118,-0.490548889,-0.120564831,-0.940156092,0.539371762,0.178609139,-0.062856034,0.873099567,-0.227005788,0.950644017,0.874897846,0.476098262,25.3,0
31322,0.069850434,0.352665029,0.554016482,0.087814804,0.792743111,0.823505411,0.002247308,0.545010091,-0.006081618,-0.626721982,0.507167822,-0.252997969,-1.164122218,-0.053849625,2.025856101,-0.739338362,1.209174641,1.98,0
31333,1.362542109,-0.496580877,0.111608103,-0.699517599,-0.945668342,-1.101506175,-0.366589435,-0.147108791,-1.114957448,0.86244129,1.445911707,-0.456513051,-1.133937876,0.453922688,-0.076914067,1.05085824,0.248936409,20,0
31334,0.904504196,-1.45841089,0.483586238,-0.48704894,-1.521705929,-0.343627365,-0.712747268,0.034550747,-0.355322583,0.510868393,-0.305950298,-1.281813669,-1.126785876,0.021986202,1.430340165,1.159289503,0.485730379,239,0
31348,-0.461859786,0.805446145,-0.009417548,-1.164144249,2.853902386,3.54168153,0.973754081,0.109418708,0.312387808,0.783647257,-0.038613919,-0.449195739,-0.216524935,-0.490208693,0.62114094,0.520070543,-1.640670765,43.34,0
31358,-2.548252937,0.852465073,1.596091346,1.149659472,-0.808177494,2.734921922,-1.367397475,2.071656378,0.521779582,-0.757985703,0.751275673,1.453289696,-1.137662,0.141630582,-1.073715188,-1.890526322,2.115940299,35.49,0
31360,-1.28515577,2.37066315,-0.619280915,0.307429826,0.686065824,-0.698198664,1.268296225,-0.439159291,0.923495337,2.64176339,-0.828638654,0.125998076,1.072704165,-0.579270904,0.779303348,-0.660112519,-0.738918693,0.89,0
31362,-2.480269315,1.356518162,0.35062001,-0.741952211,-0.378417747,1.761647504,-1.066377511,2.129273645,-0.125619553,-0.727085668,1.086859266,1.410548019,-0.106700525,0.792184562,0.193927128,-0.344184932,0.840046652,29.45,0
31365,0.07756601,-2.845012111,0.608477357,0.25565631,-2.405326919,-0.296896014,-0.255467035,-0.139111313,0.033118574,0.081484484,-0.501411092,-0.090540113,0.128741879,-0.754766715,-0.626112593,0.726560832,0.828638385,651.94,0
31377,-0.427758535,1.105615479,1.584560275,-0.037767994,0.041221168,-0.875264878,0.780128489,-0.130752782,-0.568385996,-0.34638521,-0.207792296,0.559491882,1.179744892,-0.085343872,0.723308416,0.146019313,-0.460172361,5.36,0
31388,-3.577333171,-0.280799262,-1.322641081,-1.439070137,-6.982956446,2.768801101,4.605171299,0.13281119,0.439305017,-2.765697604,0.945590879,1.672728325,1.101777384,0.338887734,0.044267271,0.948452705,-0.513174204,1208,0
31392,1.288193395,-1.16241716,0.450100556,-1.455684558,-0.884231099,0.83616981,-1.205256027,0.310252557,-1.928872519,1.235653245,0.819773477,-0.249583279,0.644354331,-0.219894794,1.604141094,-1.773940346,1.815734145,25,0
31394,-0.613334825,0.541899385,1.469872118,-0.497609505,-0.124897649,-0.474038749,0.023725281,0.165688601,-0.10836074,0.070627738,0.850944318,-0.211206323,-1.200561829,0.456163471,0.868440105,0.365483886,-0.415026815,0.77,0
31408,1.241167675,-1.921280721,1.644676374,-0.88761849,-2.426324186,1.057335401,-2.226565478,0.59028285,-0.241253267,1.158506824,0.14600412,-0.26570168,-1.252913183,-1.169809781,-2.286839022,-1.170664332,1.422150536,47.7,0
31409,0.97638247,-0.524552352,0.668688964,0.804801151,-0.724425128,0.21694175,-0.319944343,0.119063146,0.671556859,-0.213428133,0.492716236,1.398451756,0.284734857,-0.364600626,-1.601868911,-0.193509819,-0.132837551,113.24,0
31417,-0.493137526,0.901763452,1.684772618,1.33043221,0.310258544,0.086017792,0.652666692,0.043302378,-0.565352555,-0.374796432,-0.524459838,0.409274812,0.374456372,-0.055192587,0.202137175,-1.241359102,0.627205714,19.37,0
31441,-0.616134453,1.656586828,0.813982165,1.93749421,0.358475565,-0.80043566,0.81801916,0.226706355,-1.782976098,0.087585143,-0.82674752,-0.238544285,6.26E-05,0.714073607,-0.048493512,0.358529557,-0.296047371,2.44,0
31450,1.259097975,0.332415639,-0.061347355,0.442538,0.30578572,-0.096142583,0.067827844,-0.069599257,-0.064582967,-0.358027253,-0.426955932,0.570390687,1.345612915,-0.505167767,1.299453611,0.385475864,-0.088654575,8.99,0
31456,-2.492066982,1.734192662,-1.759042288,1.202401218,-1.423625651,-1.085747785,-0.347973605,1.612923921,-0.3365224,0.185665781,-0.856029168,-0.217542343,-1.776477494,2.007777168,1.07125059,-0.335013802,0.996716788,89.99,0
31475,-7.87980051,-11.38072992,3.121110554,3.531073335,9.185134588,-5.383628077,-8.531821148,1.713508562,2.158520679,0.443518578,-0.188111855,1.571336869,-0.524377239,-0.490768013,-1.271300789,-0.941950057,0.716616781,0.01,0
31477,1.057627778,-0.639012272,0.917221832,0.681918652,-1.245218023,-0.258145719,-0.61119756,0.014757706,-0.808041646,0.753013617,-0.163978001,0.045331613,0.303946587,0.039448655,1.311468395,-1.421436801,0.045205474,103,0
31488,1.134376882,0.21011491,0.237155206,1.11369779,-0.377105957,-0.524418874,-0.151126427,0.020707627,0.571136894,-0.817771658,0.123395272,0.364339654,-0.305327122,-1.505489736,-0.001086631,-0.28150181,1.535641941,12.31,0
31504,1.10339757,-0.261613502,0.584384841,0.16126091,-0.874723138,-0.958473041,-0.090379146,-0.169239547,0.312158248,-0.200604402,-0.20995759,0.220792358,0.124748792,0.16041931,1.255409072,0.508130484,-0.392180269,90,0
31507,-0.35103044,-0.796388157,1.631434026,-2.994982816,-1.056914162,-0.049777691,-0.300745651,0.008254445,-1.615730137,0.336950319,-1.751998601,-0.650305605,1.63547007,-1.330153282,-1.200914815,0.432214004,-0.488207051,89,0
31518,1.063233836,-0.160122386,-0.164698122,0.213949376,0.404498614,0.641142201,0.058045517,0.086208809,-0.279418676,-0.01645706,0.649005417,1.196164522,1.402951954,0.220883446,0.593650894,0.573575923,-0.939911029,109.16,0
31530,1.333728212,0.232426044,-1.708410196,-0.070780239,2.556949305,3.062569281,-0.034006705,0.647466297,-0.400591305,0.108192797,-0.14636871,0.006931186,-0.117308977,0.718184469,0.87680983,0.112249272,-0.808421162,0.89,0
31535,-0.409641917,0.986359492,1.547090012,-0.025118483,-0.147545244,-0.920008501,0.63711122,-0.013460766,-0.255118566,-0.283398426,-0.560107264,-0.540137803,-0.888707925,0.324806077,0.949141549,0.242487662,-0.342034633,0.99,0
31536,-0.651567832,1.01575031,1.71374545,0.041803583,-0.140615232,-0.748375072,0.610875336,0.003180622,-0.349090849,-0.240674305,0.291868746,0.165240146,-0.167109209,0.185127785,1.082593335,-0.254705751,0.076756327,8.99,0
31551,-2.793911364,0.898344467,-1.243045562,-1.541797938,-1.637106675,-1.341673766,-0.059659729,1.420406113,0.272405274,-1.847549409,0.529711904,1.50066374,-0.799496896,1.668525964,-0.782842703,-0.222395779,0.320112934,87,0
31557,1.283468802,-0.038006714,0.246812622,0.698047372,-0.25381388,-0.125964198,-0.168004114,-0.032130524,0.719587993,-0.203715239,-1.58663329,0.038782486,-0.211882549,-0.183038174,-0.306506779,-0.107247145,-0.198537737,6.99,0
